v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
   173.000000                       0.004632          0.001002
   174.000000                       0.004793          0.001037
   175.000000                       0.004964          0.001074
   176.000000                       0.005147          0.001113
   177.000000                       0.005343          0.001156
   178.000000                       0.005551          0.001201
   179.000000                       0.005775          0.001249
   180.000000                       0.006014          0.001301
   181.000000                       0.006270          0.001356
   182.000000                       0.006545          0.001416
   183.000000                       0.006841          0.001480
   184.000000                       0.007159          0.001549
   185.000000                       0.007503          0.001623
   186.000000                       0.007873          0.001703
   187.000000                       0.008274          0.001790
   188.000000                       0.008709          0.001884
   189.000000                       0.009182          0.001986
   190.000000                       0.009696          0.002097
   191.000000                       0.010258          0.002219
   192.000000                       0.010872          0.002352
   193.000000                       0.011546          0.002497
   194.000000                       0.012287          0.002658
   195.000000                       0.013104          0.002835
   196.000000                       0.014009          0.003030
   197.000000                       0.015014          0.003248
   198.000000                       0.016134          0.003490
   199.000000                       0.017387          0.003761
   200.000000                       0.018794          0.004065
   201.000000                       0.020382          0.004409
   202.000000                       0.022183          0.004798
   203.000000                       0.024235          0.005242
   204.000000                       0.026587          0.005751
   205.000000                       0.029298          0.006337
   206.000000                       0.032443          0.007018
   207.000000                       0.036118          0.007813
   208.000000                       0.040443          0.008748
   209.000000                       0.045576          0.009859
   210.000000                       0.051722          0.011188
   211.000000                       0.059149          0.012794
   212.000000                       0.068214          0.014755
   213.000000                       0.079398          0.017174
   214.000000                       0.093342          0.020191
   215.000000                       0.110913          0.023991
   216.000000                       0.133256          0.028824
   217.000000                       0.161838          0.035007
   218.000000                       0.198377          0.042911
   219.000000                       0.244453          0.052877
   220.000000                       0.300369          0.064972
   221.000000                       0.362734          0.078462
   222.000000                       0.421236          0.091117
   223.000000                       0.458531          0.099184
   224.000000                       0.459200          0.099329
   225.000000                       0.422940          0.091485
   226.000000                       0.364858          0.078922
   227.000000                       0.302435          0.065419
   228.000000                       0.246250          0.053266
   229.000000                       0.199871          0.043234
   230.000000                       0.163069          0.035273
   231.000000                       0.134283          0.029046
   232.000000                       0.111791          0.024181
   233.000000                       0.094118          0.020358
   234.000000                       0.080106          0.017328
   235.000000                       0.068884          0.014900
   236.000000                       0.059801          0.012936
   237.000000                       0.052377          0.011330
   238.000000                       0.046251          0.010005
   239.000000                       0.041154          0.008902
   240.000000                       0.036882          0.007978
   241.000000                       0.033279          0.007198
   242.000000                       0.030228          0.006539
   243.000000                       0.027639          0.005979
   244.000000                       0.025447          0.005505
   245.000000                       0.023606          0.005106
   246.000000                       0.022089          0.004778
   247.000000                       0.020895          0.004520
   248.000000                       0.020055          0.004338
   249.000000                       0.019661          0.004253
   250.000000                       0.019929          0.004311
   251.000000                       0.021374          0.004623
   252.000000                       0.025371          0.005488
   253.000000                       0.036314          0.007855
   254.000000                       0.070962          0.015350
   255.000000                       0.141364          0.030578
   256.000000                       0.080102          0.017327
   257.000000                       0.037007          0.008005
   258.000000                       0.022703          0.004911
   259.000000                       0.016689          0.003610
   260.000000                       0.013559          0.002933
   261.000000                       0.011663          0.002523
   262.000000                       0.010383          0.002246
   263.000000                       0.009449          0.002044
   264.000000                       0.008726          0.001888
   265.000000                       0.008143          0.001761
   266.000000                       0.007656          0.001656
   267.000000                       0.007241          0.001566
   268.000000                       0.006880          0.001488
   269.000000                       0.006562          0.001419
   270.000000                       0.006277          0.001358
   271.000000                       0.006022          0.001303
   272.000000                       0.005790          0.001252
   273.000000                       0.005578          0.001207
   274.000000                       0.005385          0.001165
   275.000000                       0.005206          0.001126
   276.000000                       0.005042          0.001091
   277.000000                       0.004890          0.001058
   278.000000                       0.004749          0.001027
   279.000000                       0.004618          0.000999
   280.000000                       0.004496          0.000973
   281.000000                       0.004383          0.000948
   282.000000                       0.004277          0.000925
   283.000000                       0.004178          0.000904
   284.000000                       0.004086          0.000884
   285.000000                       0.004000          0.000865
   286.000000                       0.003919          0.000848
   287.000000                       0.003844          0.000832
   288.000000                       0.003775          0.000816
   289.000000                       0.003709          0.000802
   290.000000                       0.003649          0.000789
   291.000000                       0.003592          0.000777
   292.000000                       0.003540          0.000766
   293.000000                       0.003491          0.000755
   294.000000                       0.003446          0.000745
   295.000000                       0.003405          0.000737
   296.000000                       0.003368          0.000728
   297.000000                       0.003333          0.000721
   298.000000                       0.003302          0.000714
   299.000000                       0.003275          0.000708
   300.000000                       0.003250          0.000703
   301.000000                       0.003229          0.000699
   302.000000                       0.003211          0.000695
   303.000000                       0.003197          0.000691
   304.000000                       0.003185          0.000689
   305.000000                       0.003177          0.000687
   306.000000                       0.003173          0.000686
   307.000000                       0.003172          0.000686
   308.000000                       0.003175          0.000687
   309.000000                       0.003182          0.000688
   310.000000                       0.003194          0.000691
   311.000000                       0.003211          0.000694
   312.000000                       0.003232          0.000699
   313.000000                       0.003260          0.000705
   314.000000                       0.003294          0.000713
   315.000000                       0.003336          0.000722
   316.000000                       0.003387          0.000733
   317.000000                       0.003447          0.000746
   318.000000                       0.003520          0.000761
   319.000000                       0.003607          0.000780
   320.000000                       0.003711          0.000803
   321.000000                       0.003837          0.000830
   322.000000                       0.003990          0.000863
   323.000000                       0.004178          0.000904
   324.000000                       0.004411          0.000954
   325.000000                       0.004704          0.001018
   326.000000                       0.005080          0.001099
   327.000000                       0.005572          0.001205
   328.000000                       0.006232          0.001348
   329.000000                       0.007149          0.001546
   330.000000                       0.008474          0.001833
   331.000000                       0.010490          0.002269
   332.000000                       0.013776          0.002980
   333.000000                       0.019660          0.004253
   334.000000                       0.031724          0.006862
   335.000000                       0.062131          0.013440
   336.000000                       0.165154          0.035724
   337.000000                       0.401733          0.086898
   338.000000                       0.172108          0.037228
   339.000000                       0.064051          0.013855
   340.000000                       0.032515          0.007033
   341.000000                       0.020148          0.004358
   342.000000                       0.014178          0.003067
   343.000000                       0.010881          0.002354
   344.000000                       0.008885          0.001922
   345.000000                       0.007595          0.001643
   346.000000                       0.006722          0.001454
   347.000000                       0.006110          0.001322
   348.000000                       0.005672          0.001227
   349.000000                       0.005353          0.001158
   350.000000                       0.005120          0.001108
   351.000000                       0.004951          0.001071
   352.000000                       0.004832          0.001045
   353.000000                       0.004751          0.001028
   354.000000                       0.004703          0.001017
   355.000000                       0.004683          0.001013
   356.000000                       0.004688          0.001014
   357.000000                       0.004716          0.001020
   358.000000                       0.004768          0.001031
   359.000000                       0.004845          0.001048
   360.000000                       0.004948          0.001070
   361.000000                       0.005083          0.001099
   362.000000                       0.005256          0.001137
   363.000000                       0.005478          0.001185
   364.000000                       0.005767          0.001247
   365.000000                       0.006148          0.001330
   366.000000                       0.006666          0.001442
   367.000000                       0.007396          0.001600
   368.000000                       0.008480          0.001834
   369.000000                       0.010202          0.002207
   370.000000                       0.013200          0.002855
   371.000000                       0.019159          0.004144
   372.000000                       0.033631          0.007275
   373.000000                       0.081562          0.017643
   374.000000                       0.241747          0.052292
   375.000000                       0.127274          0.027530
   376.000000                       0.045242          0.009786
   377.000000                       0.023561          0.005096
   378.000000                       0.015624          0.003380
   379.000000                       0.011978          0.002591
   380.000000                       0.010056          0.002175
   381.000000                       0.008953          0.001937
   382.000000                       0.008289          0.001793
   383.000000                       0.007882          0.001705
   384.000000                       0.007637          0.001652
   385.000000                       0.007501          0.001622
   386.000000                       0.007440          0.001609
   387.000000                       0.007435          0.001608
   388.000000                       0.007474          0.001617
   389.000000                       0.007546          0.001632
   390.000000                       0.007648          0.001654
   391.000000                       0.007774          0.001682
   392.000000                       0.007922          0.001714
   393.000000                       0.008091          0.001750
   394.000000                       0.008279          0.001791
   395.000000                       0.008485          0.001835
   396.000000                       0.008709          0.001884
   397.000000                       0.008952          0.001936
   398.000000                       0.009214          0.001993
   399.000000                       0.009494          0.002054
   400.000000                       0.009795          0.002119
   401.000000                       0.010117          0.002188
   402.000000                       0.010460          0.002263
   403.000000                       0.010827          0.002342
   404.000000                       0.011219          0.002427
   405.000000                       0.011638          0.002517
   406.000000                       0.012085          0.002614
   407.000000                       0.012564          0.002718
   408.000000                       0.013076          0.002829
   409.000000                       0.013625          0.002947
   410.000000                       0.014214          0.003075
   411.000000                       0.014847          0.003211
   412.000000                       0.015527          0.003359
   413.000000                       0.016260          0.003517
   414.000000                       0.017052          0.003689
   415.000000                       0.017909          0.003874
   416.000000                       0.018838          0.004075
   417.000000                       0.019848          0.004293
   418.000000                       0.020949          0.004531
   419.000000                       0.022153          0.004792
   420.000000                       0.023476          0.005078
   421.000000                       0.024934          0.005393
   422.000000                       0.026550          0.005743
   423.000000                       0.028352          0.006133
   424.000000                       0.030376          0.006571
   425.000000                       0.032672          0.007067
   426.000000                       0.035309          0.007638
   427.000000                       0.038388          0.008304
   428.000000                       0.042073          0.009101
   429.000000                       0.046641          0.010089
   430.000000                       0.052620          0.011382
   431.000000                       0.061150          0.013227
   432.000000                       0.075104          0.016246
   433.000000                       0.103281          0.022341
   434.000000                       0.175546          0.037972
   435.000000                       0.281307          0.060849
   436.000000                       0.187695          0.040600
   437.000000                       0.129760          0.028068
   438.000000                       0.116237          0.025143
   439.000000                       0.118058          0.025537
   440.000000                       0.127107          0.027494
   441.000000                       0.141269          0.030558
   442.000000                       0.160378          0.034691
   443.000000                       0.185229          0.040067
   444.000000                       0.217411          0.047028
   445.000000                       0.259486          0.056129
   446.000000                       0.315463          0.068237
   447.000000                       0.391691          0.084726
   448.000000                       0.498525          0.107835
   449.000000                       0.653459          0.141349
   450.000000                       0.887081          0.191883
   451.000000                       1.253944          0.271239
   452.000000                       1.847438          0.399617
   453.000000                       2.785907          0.602615
   454.000000                       3.990433          0.863165
   455.000000                       4.623027          1.000000
   456.000000                       3.904715          0.844623
   457.000000                       2.702938          0.584669
   458.000000                       1.792502          0.387733
   459.000000                       1.219827          0.263859
   460.000000                       0.865324          0.187177
   461.000000                       0.638834          0.138185
   462.000000                       0.488076          0.105575
   463.000000                       0.383719          0.083002
   464.000000                       0.308937          0.066826
   465.000000                       0.253725          0.054883
   466.000000                       0.211907          0.045837
   467.000000                       0.179528          0.038834
   468.000000                       0.153977          0.033307
   469.000000                       0.133478          0.028872
   470.000000                       0.116792          0.025263
   471.000000                       0.103035          0.022287
   472.000000                       0.091563          0.019806
   473.000000                       0.081900          0.017716
   474.000000                       0.073686          0.015939
   475.000000                       0.066647          0.014416
   476.000000                       0.060569          0.013102
   477.000000                       0.055286          0.011959
   478.000000                       0.050666          0.010959
   479.000000                       0.046602          0.010080
   480.000000                       0.043008          0.009303
   481.000000                       0.039816          0.008613
   482.000000                       0.036967          0.007996
   483.000000                       0.034414          0.007444
   484.000000                       0.032118          0.006947
   485.000000                       0.030045          0.006499
   486.000000                       0.028167          0.006093
   487.000000                       0.026461          0.005724
   488.000000                       0.024906          0.005387
   489.000000                       0.023484          0.005080
   490.000000                       0.022182          0.004798
   491.000000                       0.020986          0.004540
   492.000000                       0.019885          0.004301
   493.000000                       0.018869          0.004082
   494.000000                       0.017930          0.003878
   495.000000                       0.017060          0.003690
   496.000000                       0.016252          0.003515
   497.000000                       0.015500          0.003353
   498.000000                       0.014800          0.003201
   499.000000                       0.014147          0.003060
   500.000000                       0.013537          0.002928
   501.000000                       0.012966          0.002805
   502.000000                       0.012431          0.002689
   503.000000                       0.011928          0.002580
   504.000000                       0.011456          0.002478
   505.000000                       0.011012          0.002382
   506.000000                       0.010594          0.002292
   507.000000                       0.010199          0.002206
   508.000000                       0.009826          0.002126
   509.000000                       0.009474          0.002049
   510.000000                       0.009141          0.001977
   511.000000                       0.008825          0.001909
   512.000000                       0.008526          0.001844
   513.000000                       0.008242          0.001783
   514.000000                       0.007972          0.001724
   515.000000                       0.007715          0.001669
   516.000000                       0.007471          0.001616
   517.000000                       0.007239          0.001566
   518.000000                       0.007017          0.001518
   519.000000                       0.006806          0.001472
   520.000000                       0.006605          0.001429
   521.000000                       0.006412          0.001387
   522.000000                       0.006228          0.001347
   523.000000                       0.006052          0.001309
   524.000000                       0.005884          0.001273
   525.000000                       0.005723          0.001238
   526.000000                       0.005569          0.001205
   527.000000                       0.005420          0.001172
   528.000000                       0.005278          0.001142
   529.000000                       0.005142          0.001112
   530.000000                       0.005011          0.001084
   531.000000                       0.004885          0.001057
   532.000000                       0.004765          0.001031
   533.000000                       0.004648          0.001005
   534.000000                       0.004536          0.000981
   535.000000                       0.004429          0.000958
   536.000000                       0.004325          0.000936
   537.000000                       0.004225          0.000914
   538.000000                       0.004129          0.000893
   539.000000                       0.004036          0.000873
   540.000000                       0.003946          0.000854
   541.000000                       0.003859          0.000835
   542.000000                       0.003776          0.000817
   543.000000                       0.003695          0.000799
   544.000000                       0.003617          0.000782
   545.000000                       0.003542          0.000766
   546.000000                       0.003469          0.000750
   547.000000                       0.003398          0.000735
   548.000000                       0.003330          0.000720
   549.000000                       0.003264          0.000706
   550.000000                       0.003200          0.000692
   551.000000                       0.003138          0.000679
   552.000000                       0.003078          0.000666
   553.000000                       0.003020          0.000653
   554.000000                       0.002964          0.000641
   555.000000                       0.002909          0.000629
   556.000000                       0.002856          0.000618
   557.000000                       0.002805          0.000607
   558.000000                       0.002755          0.000596
   559.000000                       0.002707          0.000585
   560.000000                       0.002660          0.000575
   561.000000                       0.002614          0.000565
   562.000000                       0.002570          0.000556
   563.000000                       0.002527          0.000547
   564.000000                       0.002485          0.000537
   565.000000                       0.002444          0.000529
   566.000000                       0.002405          0.000520
   567.000000                       0.002366          0.000512
   568.000000                       0.002329          0.000504
   569.000000                       0.002293          0.000496
   570.000000                       0.002258          0.000488
   571.000000                       0.002223          0.000481
   572.000000                       0.002190          0.000474
   573.000000                       0.002157          0.000467
   574.000000                       0.002126          0.000460
   575.000000                       0.002095          0.000453
   576.000000                       0.002065          0.000447
   577.000000                       0.002036          0.000440
   578.000000                       0.002008          0.000434
   579.000000                       0.001980          0.000428
   580.000000                       0.001953          0.000423
   581.000000                       0.001927          0.000417
   582.000000                       0.001902          0.000411
   583.000000                       0.001877          0.000406
   584.000000                       0.001853          0.000401
   585.000000                       0.001829          0.000396
   586.000000                       0.001807          0.000391
   587.000000                       0.001784          0.000386
   588.000000                       0.001763          0.000381
   589.000000                       0.001742          0.000377
   590.000000                       0.001721          0.000372
   591.000000                       0.001701          0.000368
   592.000000                       0.001682          0.000364
   593.000000                       0.001663          0.000360
   594.000000                       0.001645          0.000356
   595.000000                       0.001627          0.000352
   596.000000                       0.001610          0.000348
   597.000000                       0.001593          0.000345
   598.000000                       0.001577          0.000341
   599.000000                       0.001561          0.000338
   600.000000                       0.001546          0.000334
   601.000000                       0.001531          0.000331
   602.000000                       0.001517          0.000328
   603.000000                       0.001503          0.000325
   604.000000                       0.001489          0.000322
   605.000000                       0.001476          0.000319
   606.000000                       0.001464          0.000317
   607.000000                       0.001452          0.000314
   608.000000                       0.001440          0.000311
   609.000000                       0.001429          0.000309
   610.000000                       0.001418          0.000307
   611.000000                       0.001408          0.000304
   612.000000                       0.001398          0.000302
   613.000000                       0.001388          0.000300
   614.000000                       0.001379          0.000298
   615.000000                       0.001370          0.000296
   616.000000                       0.001362          0.000295
   617.000000                       0.001355          0.000293
   618.000000                       0.001347          0.000291
   619.000000                       0.001341          0.000290
   620.000000                       0.001334          0.000289
   621.000000                       0.001329          0.000287
   622.000000                       0.001323          0.000286
   623.000000                       0.001318          0.000285
   624.000000                       0.001314          0.000284
   625.000000                       0.001310          0.000283
   626.000000                       0.001307          0.000283
   627.000000                       0.001304          0.000282
   628.000000                       0.001302          0.000282
   629.000000                       0.001301          0.000281
   630.000000                       0.001300          0.000281
   631.000000                       0.001299          0.000281
   632.000000                       0.001300          0.000281
   633.000000                       0.001301          0.000281
   634.000000                       0.001303          0.000282
   635.000000                       0.001305          0.000282
   636.000000                       0.001309          0.000283
   637.000000                       0.001313          0.000284
   638.000000                       0.001318          0.000285
   639.000000                       0.001324          0.000286
   640.000000                       0.001331          0.000288
   641.000000                       0.001340          0.000290
   642.000000                       0.001349          0.000292
   643.000000                       0.001359          0.000294
   644.000000                       0.001371          0.000297
   645.000000                       0.001385          0.000299
   646.000000                       0.001399          0.000303
   647.000000                       0.001416          0.000306
   648.000000                       0.001434          0.000310
   649.000000                       0.001454          0.000315
   650.000000                       0.001476          0.000319
   651.000000                       0.001501          0.000325
   652.000000                       0.001528          0.000331
   653.000000                       0.001558          0.000337
   654.000000                       0.001591          0.000344
   655.000000                       0.001627          0.000352
   656.000000                       0.001667          0.000361
   657.000000                       0.001711          0.000370
   658.000000                       0.001760          0.000381
   659.000000                       0.001814          0.000392
   660.000000                       0.001873          0.000405
   661.000000                       0.001940          0.000420
   662.000000                       0.002013          0.000435
   663.000000                       0.002095          0.000453
   664.000000                       0.002187          0.000473
   665.000000                       0.002290          0.000495
   666.000000                       0.002405          0.000520
   667.000000                       0.002535          0.000548
   668.000000                       0.002683          0.000580
   669.000000                       0.002851          0.000617
   670.000000                       0.003043          0.000658
   671.000000                       0.003263          0.000706
   672.000000                       0.003518          0.000761
   673.000000                       0.003814          0.000825
   674.000000                       0.004162          0.000900
   675.000000                       0.004572          0.000989
   676.000000                       0.005061          0.001095
   677.000000                       0.005649          0.001222
   678.000000                       0.006366          0.001377
   679.000000                       0.007250          0.001568
   680.000000                       0.008355          0.001807
   681.000000                       0.009762          0.002112
   682.000000                       0.011585          0.002506
   683.000000                       0.014003          0.003029
   684.000000                       0.017289          0.003740
   685.000000                       0.021892          0.004735
   686.000000                       0.028554          0.006176
   687.000000                       0.038553          0.008339
   688.000000                       0.054073          0.011696
   689.000000                       0.078490          0.016978
   690.000000                       0.114686          0.024808
   691.000000                       0.154826          0.033490
   692.000000                       0.167371          0.036204
   693.000000                       0.137539          0.029751
   694.000000                       0.096731          0.020924
   695.000000                       0.065981          0.014272
   696.000000                       0.046099          0.009972
   697.000000                       0.033439          0.007233
   698.000000                       0.025163          0.005443
   699.000000                       0.019554          0.004230
   700.000000                       0.015618          0.003378
   701.000000                       0.012765          0.002761
   702.000000                       0.010641          0.002302
   703.000000                       0.009020          0.001951
   704.000000                       0.007758          0.001678
   705.000000                       0.006757          0.001462
   706.000000                       0.005950          0.001287
   707.000000                       0.005291          0.001145
   708.000000                       0.004746          0.001027
   709.000000                       0.004291          0.000928
   710.000000                       0.003906          0.000845
   711.000000                       0.003579          0.000774
   712.000000                       0.003298          0.000713
   713.000000                       0.003055          0.000661
   714.000000                       0.002844          0.000615
   715.000000                       0.002659          0.000575
   716.000000                       0.002497          0.000540
   717.000000                       0.002353          0.000509
   718.000000                       0.002226          0.000481
   719.000000                       0.002112          0.000457
   720.000000                       0.002011          0.000435
   721.000000                       0.001920          0.000415
   722.000000                       0.001838          0.000398
   723.000000                       0.001765          0.000382
   724.000000                       0.001698          0.000367
   725.000000                       0.001638          0.000354
   726.000000                       0.001583          0.000343
   727.000000                       0.001534          0.000332
   728.000000                       0.001489          0.000322
   729.000000                       0.001449          0.000313
   730.000000                       0.001412          0.000305
   731.000000                       0.001378          0.000298
   732.000000                       0.001348          0.000292
   733.000000                       0.001321          0.000286
   734.000000                       0.001296          0.000280
   735.000000                       0.001274          0.000276
   736.000000                       0.001255          0.000271
   737.000000                       0.001237          0.000268
   738.000000                       0.001222          0.000264
   739.000000                       0.001209          0.000261
   740.000000                       0.001198          0.000259
   741.000000                       0.001189          0.000257
   742.000000                       0.001181          0.000256
   743.000000                       0.001176          0.000254
   744.000000                       0.001172          0.000254
   745.000000                       0.001171          0.000253
   746.000000                       0.001171          0.000253
   747.000000                       0.001173          0.000254
   748.000000                       0.001177          0.000255
   749.000000                       0.001183          0.000256
   750.000000                       0.001191          0.000258
   751.000000                       0.001202          0.000260
   752.000000                       0.001215          0.000263
   753.000000                       0.001230          0.000266
   754.000000                       0.001248          0.000270
   755.000000                       0.001268          0.000274
   756.000000                       0.001292          0.000280
   757.000000                       0.001320          0.000285
   758.000000                       0.001351          0.000292
   759.000000                       0.001386          0.000300
   760.000000                       0.001425          0.000308
   761.000000                       0.001470          0.000318
   762.000000                       0.001520          0.000329
   763.000000                       0.001577          0.000341
   764.000000                       0.001641          0.000355
   765.000000                       0.001713          0.000371
   766.000000                       0.001795          0.000388
   767.000000                       0.001888          0.000408
   768.000000                       0.001994          0.000431
   769.000000                       0.002115          0.000457
   770.000000                       0.002253          0.000487
   771.000000                       0.002413          0.000522
   772.000000                       0.002598          0.000562
   773.000000                       0.002813          0.000609
   774.000000                       0.003066          0.000663
   775.000000                       0.003365          0.000728
   776.000000                       0.003721          0.000805
   777.000000                       0.004150          0.000898
   778.000000                       0.004673          0.001011
   779.000000                       0.005319          0.001150
   780.000000                       0.006127          0.001325
   781.000000                       0.007158          0.001548
   782.000000                       0.008498          0.001838
   783.000000                       0.010282          0.002224
   784.000000                       0.012728          0.002753
   785.000000                       0.016198          0.003504
   786.000000                       0.021333          0.004614
   787.000000                       0.029340          0.006347
   788.000000                       0.042667          0.009229
   789.000000                       0.066627          0.014412
   790.000000                       0.112982          0.024439
   791.000000                       0.199902          0.043241
   792.000000                       0.286753          0.062027
   793.000000                       0.231750          0.050129
   794.000000                       0.133675          0.028915
   795.000000                       0.077121          0.016682
   796.000000                       0.048212          0.010429
   797.000000                       0.032507          0.007031
   798.000000                       0.023268          0.005033
   799.000000                       0.017445          0.003774
   800.000000                       0.013564          0.002934
   801.000000                       0.010857          0.002348
   802.000000                       0.008898          0.001925
   803.000000                       0.007437          0.001609
   804.000000                       0.006319          0.001367
   805.000000                       0.005445          0.001178
   806.000000                       0.004749          0.001027
   807.000000                       0.004186          0.000905
   808.000000                       0.003724          0.000806
   809.000000                       0.003340          0.000723
   810.000000                       0.003018          0.000653
   811.000000                       0.002745          0.000594
   812.000000                       0.002511          0.000543
   813.000000                       0.002310          0.000500
   814.000000                       0.002135          0.000462
   815.000000                       0.001982          0.000429
   816.000000                       0.001848          0.000400
   817.000000                       0.001729          0.000374
   818.000000                       0.001623          0.000351
   819.000000                       0.001529          0.000331
   820.000000                       0.001444          0.000312
   821.000000                       0.001368          0.000296
   822.000000                       0.001300          0.000281
   823.000000                       0.001237          0.000268
   824.000000                       0.001180          0.000255
   825.000000                       0.001129          0.000244
   826.000000                       0.001081          0.000234
   827.000000                       0.001038          0.000224
   828.000000                       0.000998          0.000216
   829.000000                       0.000961          0.000208
   830.000000                       0.000927          0.000200
   831.000000                       0.000895          0.000194
   832.000000                       0.000866          0.000187
   833.000000                       0.000838          0.000181
   834.000000                       0.000813          0.000176
   835.000000                       0.000789          0.000171
   836.000000                       0.000767          0.000166
   837.000000                       0.000746          0.000161
   838.000000                       0.000726          0.000157
   839.000000                       0.000708          0.000153
   840.000000                       0.000691          0.000149
   841.000000                       0.000674          0.000146
   842.000000                       0.000659          0.000143
   843.000000                       0.000644          0.000139
   844.000000                       0.000630          0.000136
   845.000000                       0.000617          0.000134
   846.000000                       0.000605          0.000131
   847.000000                       0.000593          0.000128
   848.000000                       0.000582          0.000126
   849.000000                       0.000572          0.000124
   850.000000                       0.000561          0.000121
   851.000000                       0.000552          0.000119
   852.000000                       0.000543          0.000117
   853.000000                       0.000534          0.000115
   854.000000                       0.000526          0.000114
   855.000000                       0.000518          0.000112
   856.000000                       0.000510          0.000110
   857.000000                       0.000503          0.000109
   858.000000                       0.000496          0.000107
   859.000000                       0.000489          0.000106
   860.000000                       0.000482          0.000104
   861.000000                       0.000476          0.000103
   862.000000                       0.000470          0.000102
   863.000000                       0.000465          0.000101
   864.000000                       0.000459          0.000099
   865.000000                       0.000454          0.000098
   866.000000                       0.000449          0.000097
   867.000000                       0.000444          0.000096
   868.000000                       0.000439          0.000095
   869.000000                       0.000435          0.000094
   870.000000                       0.000431          0.000093
   871.000000                       0.000426          0.000092
   872.000000                       0.000422          0.000091
   873.000000                       0.000419          0.000091
   874.000000                       0.000415          0.000090
   875.000000                       0.000411          0.000089
   876.000000                       0.000408          0.000088
   877.000000                       0.000404          0.000087
   878.000000                       0.000401          0.000087
   879.000000                       0.000398          0.000086
   880.000000                       0.000395          0.000085
   881.000000                       0.000392          0.000085
   882.000000                       0.000389          0.000084
   883.000000                       0.000387          0.000084
   884.000000                       0.000384          0.000083
   885.000000                       0.000381          0.000083
   886.000000                       0.000379          0.000082
   887.000000                       0.000377          0.000081
   888.000000                       0.000374          0.000081
   889.000000                       0.000372          0.000081
   890.000000                       0.000370          0.000080
   891.000000                       0.000368          0.000080
   892.000000                       0.000366          0.000079
   893.000000                       0.000364          0.000079
   894.000000                       0.000362          0.000078
   895.000000                       0.000361          0.000078
